"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL4562269";"";"None";"367.38";"0";"3.47";"18";"C[C@H]1CCCOc2cc(F)ccc2C(=O)Nc2cccc(n2)-c2nncn21";"IC50";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"22.20";"0.41";"4.68";"9.95";"0";"CHEMBL4324209";"Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4321844";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";"7.0"
"CHEMBL4456722";"";"None";"472.55";"0";"3.19";"26";"CN(C)CCn1cc(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)cn1";"IC50";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"17.40";"0.32";"5.03";"7.98";"0";"CHEMBL4324209";"Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4321844";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";"6.0"
"CHEMBL4551282";"";"None";"337.38";"0";"3.18";"6";"COc1ccccc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1";"IC50";"'='";"299.0";"nM";"6.52";"";"";"UO_0000065";"19.34";"0.36";"3.34";"7.96";"0";"CHEMBL4324210";"Inhibition of V5 tagged human ASK1 expressed in HEK-293T cells assessed as reduction in T838 autophosphorylation incubated for 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4321844";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3706569";"";"";"";"299.0"
"CHEMBL4470285";"";"None";"321.34";"0";"2.37";"7";"O=C1Nc2cccc(n2)-c2nncn2CCCOc2ccccc21";"IC50";"'='";"6065.0";"nM";"5.22";"";"";"UO_0000065";"16.24";"0.30";"2.85";"6.37";"0";"CHEMBL4324210";"Inhibition of V5 tagged human ASK1 expressed in HEK-293T cells assessed as reduction in T838 autophosphorylation incubated for 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4321844";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3706569";"";"";"";"6065.0"
"CHEMBL4871624";"";"None";"404.47";"0";"3.45";"10";"COCCNC(=O)c1cccc(-c2n[nH]c3ccc(-c4nncn4C(C)C)cc23)c1";"IC50";"'='";"245.0";"nM";"6.61";"";"";"UO_0000065";"16.34";"0.30";"3.16";"6.77";"0";"CHEMBL4837908";"Inhibition of human full length recombinant ASK1 using STK-Substrate-3 biotin as substrate in presence of ATP measured after 2 hrs by HTRP kinase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837198";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 2.0 hr";"INHIBITOR";"";"245.0"
"CHEMBL4860121";"";"None";"426.48";"0";"4.06";"11";"CC(C)n1cnnc1-c1ccc2[nH]nc(-c3cccc(C(=O)Nc4cnn(C)c4)c3)c2c1";"IC50";"'='";"144.0";"nM";"6.84";"";"";"UO_0000065";"16.04";"0.29";"2.78";"6.44";"0";"CHEMBL4837908";"Inhibition of human full length recombinant ASK1 using STK-Substrate-3 biotin as substrate in presence of ATP measured after 2 hrs by HTRP kinase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837198";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 2.0 hr";"INHIBITOR";"";"144.0"
"CHEMBL2205634";"";"None";"358.45";"0";"4.67";"9";"CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4cccc4)ccc3n2)cc1";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"20.99";"0.38";"2.85";"14.66";"0";"CHEMBL2214716";"Competitive inhibition of human recombinant N-terminal FLAG-tagged ASK1 expressed in baculovirus infected Sf2 cells after 60 mins by scintillation counting analysis in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203246";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"30.0"
"CHEMBL2205628";"";"None";"327.82";"0";"4.54";"3c";"CC(C)(C)c1ccc(C(=O)Nc2cn3cc(Cl)ccc3n2)cc1";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"23.78";"0.46";"3.26";"16.80";"0";"CHEMBL2214716";"Competitive inhibition of human recombinant N-terminal FLAG-tagged ASK1 expressed in baculovirus infected Sf2 cells after 60 mins by scintillation counting analysis in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203246";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"16.0"
"CHEMBL3400829";"";"None";"495.35";"1";"5.74";"2";"Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)C3c3ccc(Br)cc3)sc2c1";"IC50";"'='";"28200.0";"nM";"4.55";"";"";"UO_0000065";"9.18";"0.20";"-1.19";"5.44";"0";"CHEMBL3405544";"Inhibition of recombinant ASK1 catalytic subunit (unknown origin) using MBP substrate and gamma-labeled 32P ATP incubated for 20 mins by liquid scintillation counting method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400130";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";"";"28.2"
"CHEMBL4776637";"";"None";"323.36";"0";"2.96";"11h";"CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccccn2)n1";"IC50";"'='";"43.4";"nM";"7.36";"";"";"UO_0000065";"22.77";"0.42";"4.40";"7.54";"0";"CHEMBL4686914";"Inhibition of ASK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680251";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";"";"43.4"
"CHEMBL2349219";"";"None";"469.51";"1";"5.81";"40c";"O=C(O)CCCCCN1C(=O)/C(=C/c2ccc(-c3cccc(C(F)(F)F)c3)o2)SC1=S";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"13.42";"0.28";"0.49";"8.91";"0";"CHEMBL2352238";"Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346522";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";"";"0.5"
"CHEMBL2349220";"";"None";"466.38";"0";"4.86";"25d";"COC(=O)CCCN1C(=O)/C(=C/c2ccc(-c3ccc(Br)cc3)o2)SC1=S";"IC50";"'>'";"33000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2352238";"Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346522";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";"";"33.0"
"CHEMBL1957085";"";"None";"309.32";"0";"2.68";"11";"COc1ccc(-c2ocnc2C(=O)NCc2ccncc2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1960379";"Inhibition of ASK1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1955730";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"10.0"
"CHEMBL4792109";"";"None";"390.45";"0";"3.26";"13o";"CC(C)n1cnnc1-c1cccc(N(C)C(=O)N(C)c2cc3ccccn3n2)n1";"IC50";"'='";"6641.0";"nM";"5.18";"";"";"UO_0000065";"13.26";"0.24";"1.92";"6.13";"0";"CHEMBL4686914";"Inhibition of ASK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680251";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";"";"6641.0"
"CHEMBL4855899";"";"None";"441.54";"1";"5.49";"15";"CCOC(C)n1cc(-c2cccc(-c3n[nH]c4ccc(-c5nncn5C(C)C)cc34)c2)cn1";"IC50";"'='";"29.9";"nM";"7.52";"";"";"UO_0000065";"17.04";"0.31";"2.03";"8.70";"0";"CHEMBL4837908";"Inhibition of human full length recombinant ASK1 using STK-Substrate-3 biotin as substrate in presence of ATP measured after 2 hrs by HTRP kinase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837198";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 2.0 hr";"INHIBITOR";"";"29.9"
"CHEMBL4878227";"";"None";"439.52";"1";"5.14";"29";"COc1cc(-c2n[nH]c3ccc(-c4nncn4C(C)C)cc23)cc(-n2cnc(C3CC3)c2)c1";"IC50";"'='";"11294.0";"nM";"4.95";"";"";"UO_0000065";"11.26";"0.20";"-0.19";"5.72";"0";"CHEMBL4837910";"Inhibition of ASK1 in human HEK293 cells transfected with AP1 assessed as inhibition of AP1-induced firefly luciferase activity preincubated for 1 hr followed by PMA stimulation and measured after 6 hrs by luciferase reporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837198";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";"";"11294.0"
"CHEMBL3402500";"";"None";"542.61";"2";"5.95";"26";"CCCOc1ccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2c2nc3ccc(C)cc3s2)cc1";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"10.50";"0.20";"-0.25";"5.80";"0";"CHEMBL3405544";"Inhibition of recombinant ASK1 catalytic subunit (unknown origin) using MBP substrate and gamma-labeled 32P ATP incubated for 20 mins by liquid scintillation counting method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400130";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";"";"2.0"
"CHEMBL3891901";"";"None";"339.37";"0";"3.62";"3";"Cc1ccc(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)c(F)c1";"IC50";"'='";"50.12";"nM";"7.30";"";"";"UO_0000065";"21.51";"0.40";"3.68";"10.04";"0";"CHEMBL3879746";"Inhibition of recombinant human N-terminal GST-tagged ASK1 catalytic domain (654 to 971 residues) expressed in baculovirus infected sf21 cells using STK3 as substrate after 60 mins by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3877336";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"CHEMBL4106362";"";"";"";"7.3"
"CHEMBL4876558";"";"None";"389.37";"0";"2.30";"17";"COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C2CCC2(F)F)n1";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"21.32";"0.40";"6.00";"8.32";"0";"CHEMBL4845477";"Inhibition of ASK1 (unknown origin) using myelin basic protein as substrate preincubated for 20 mins followed by 33P-ATP addition and measured after 2 hrs";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4842388";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 2.333 hr";"INHIBITOR";"";"5.0"
"CHEMBL4860819";"";"None";"395.35";"0";"2.46";"11";"COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1";"IC50";"'='";"17.0";"nM";"7.77";"";"";"UO_0000065";"19.65";"0.38";"5.31";"7.79";"0";"CHEMBL4845478";"Inhibition of full-length human ASK1 expressed in HEK293T cells assessed as reduction in autophosphorylation of ASK1 at T383 residue incubated for 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4842388";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";"";"17.0"
"CHEMBL4876558";"";"None";"389.37";"0";"2.30";"17";"COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C2CCC2(F)F)n1";"IC50";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"20.94";"0.40";"5.85";"8.18";"0";"CHEMBL4845478";"Inhibition of full-length human ASK1 expressed in HEK293T cells assessed as reduction in autophosphorylation of ASK1 at T383 residue incubated for 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4842388";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";"";"7.0"
"CHEMBL4845717";"";"None";"423.48";"0";"4.72";"28";"CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3cccc(-c4ccncc4)c3[nH]2)n1";"IC50";"'='";"23.1";"nM";"7.64";"";"";"UO_0000065";"18.03";"0.33";"2.92";"7.53";"0";"CHEMBL4820058";"Inhibition of N-terminal GST-tagged recombinant human full length ASK1 expressed in baculovirus-infected Sf21 cells using STK-Substrate-3 biotin as substrate in presence of ATP measured after 2 hrs by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4819011";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 2.0 hr";"INHIBITOR";"";"23.1"
"CHEMBL4850703";"";"None";"362.39";"0";"2.63";"18";"C[C@H](CO)n1cnnc1-c1cccc(NC(=O)c2cc3ccccc3[nH]2)n1";"IC50";"'='";"65.5";"nM";"7.18";"";"";"UO_0000065";"19.82";"0.36";"4.55";"6.61";"0";"CHEMBL4820058";"Inhibition of N-terminal GST-tagged recombinant human full length ASK1 expressed in baculovirus-infected Sf21 cells using STK-Substrate-3 biotin as substrate in presence of ATP measured after 2 hrs by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4819011";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 2.0 hr";"INHIBITOR";"";"65.5"
"CHEMBL2205632";"";"None";"369.47";"1";"5.55";"7";"CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-c4ccccc4)ccc3n2)cc1";"IC50";"'='";"82.0";"nM";"7.09";"";"";"UO_0000065";"19.18";"0.35";"1.54";"15.27";"0";"CHEMBL2214716";"Competitive inhibition of human recombinant N-terminal FLAG-tagged ASK1 expressed in baculovirus infected Sf2 cells after 60 mins by scintillation counting analysis in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203246";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"82.0"
"CHEMBL471375";"";"None";"274.32";"0";"3.67";"1";"Cn1cc(/C=C2\C(=O)Nc3ccccc32)c2ccccc21";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL965354";"Inhibition of ASK1 by fluorescence correlation spectroscopy";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157449";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"100.0"
"CHEMBL2349213";"";"None";"391.45";"0";"4.15";"33c";"O=C(O)CCCN1C(=O)/C(=C/c2ccc(-c3ccccc3F)o2)SC1=S";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"14.11";"0.29";"1.37";"7.81";"0";"CHEMBL2352238";"Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346522";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";"";"3.0"
"CHEMBL2349203";"";"None";"488.44";"1";"5.66";"23c";"CSCCC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3ccc(Cl)c(Cl)c3)o2)SC1=S";"IC50";"'='";"750.0";"nM";"6.12";"";"";"UO_0000065";"12.54";"0.29";"0.46";"8.66";"0";"CHEMBL2352238";"Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346522";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";"";"0.75"
"CHEMBL2348836";"";"None";"407.90";"0";"4.66";"17c";"CCC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3cccc(Cl)c3)o2)SC1=S";"IC50";"'='";"750.0";"nM";"6.12";"";"";"UO_0000065";"15.02";"0.32";"1.46";"8.66";"0";"CHEMBL2352238";"Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346522";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";"";"0.75"
"CHEMBL2349216";"";"None";"431.49";"0";"3.64";"36c";"CCc1ccc(-c2ccc(/C=C3\SC(=S)N(C(CC(=O)O)C(=O)O)C3=O)o2)cc1";"IC50";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"13.31";"0.27";"2.10";"5.32";"0";"CHEMBL2352238";"Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346522";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";"";"1.8"
"CHEMBL3400830";"";"None";"499.32";"1";"5.57";"3";"O=C(C1=C(O)C(=O)N(c2nc3ccc(F)cc3s2)C1c1ccc(Br)cc1)c1ccco1";"IC50";"'='";"28200.0";"nM";"4.55";"";"";"UO_0000065";"9.11";"0.20";"-1.02";"5.44";"0";"CHEMBL3405544";"Inhibition of recombinant ASK1 catalytic subunit (unknown origin) using MBP substrate and gamma-labeled 32P ATP incubated for 20 mins by liquid scintillation counting method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400130";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";"";"28.2"
"CHEMBL5431768";"";"None";"419.42";"0";"3.39";"8a";"CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)OCc2cncn2-3)n1";"IC50";"'='";"31.0";"nM";"7.51";"";"";"UO_0000065";"17.90";"0.33";"4.12";"7.53";"0";"CHEMBL5346658";"Inhibition of human full length recombinant ASK1 (654 to 971 residues) expressed in Sf21 cells using STK-substrate 3-biotin as substrate incubated for 2 hrs in presence of ATP followed by STK S3 Antibody-Eu addition and measured after 1 hr by homogeneous time resolved fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5344477";"1";"Scientific Literature";"RSC Med Chem";"2024";"None";"TIME = 3.0 hr";"INHIBITOR";"";"31.0"
"CHEMBL1767075";"";"None";"437.34";"1";"5.26";"10";"Cn1c(=O)c(NC2CCCCC2)c2c3c(c(Br)ccc31)C(=O)c1ccccc1-2";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL1767806";"Competitive inhibition of human ASK1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1765037";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";""
"CHEMBL1765740";"";"None";"462.60";"0";"3.70";"(3S,6R)-28d, GSK-2334470";"CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@H]2C)n1";"IC50";"'>'";"27542.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1769080";"Inhibition of ASK1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1765070";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"27542.0"
"CHEMBL3683267";"";"None";"487.59";"0";"4.05";"BDBM162318";"O=C(Nc1csc(-c2nncn2C2CC2)n1)c1cc(-n2cnc(C3CC3)c2)c(N2CCCC2)cn1";"IC50";"'='";"1.9";"nM";"8.72";"";"305306";"UO_0000065";"17.89";"0.34";"4.67";"8.18";"0";"CHEMBL3705386";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Assay: The assay measures the phosphorylation level of a biotinylated peptide substrate by the ASK1 kinase using HTRF detection (6.1). This is a competitive, time-resolved fluorescence resonance energy transfer (TR-FRET) immunoassay, based on HTRF KinEASE-STK manual from Cisbio (6.1). Test compound, 1 uM STK3 peptide substrate, 4 nM of ASK1 kinase are incubated with 10 mM MOP buffer, pH. 7.0 containing 10 mM Mg-acetate, 0.025% NP-40, 1 mM DTT, 0.05% BSA and 1.5% glycerol for 30 minutes then 100 uM ATP is added to start the kinase reaction and incubated for 3 hr. Peptide antibody labeled with 1x Eu3+ Cryptate buffer containing 10 mM EDTA and 125 nM Streptavidin XL665 are added to stop the reaction and phosphorylated peptide substrate is detected using Envision 2103 Multilabeled reader from PerkinElmer. The fluorescence is measured at 615 nm (Cryptate) and 665 nm (XL665) and a ratio of 665 nm/615 nm is calculated for each well.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638433";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"1.9"
